admitted_s,arrival_s,batch_size,comparison,e2e_ms,error,experiment,finished_s,first_token_s,output_tokens,preemptions,profile_name,prompt_tokens,recomputed_tokens,repeat,request_id,requested_output_tokens,tpot_ms,ttft_ms,variant
9109.753255631,9109.753254971,2,batching,1017.1553180007322,,batching-continuous-right-skewed-b2-continuous-fcfs,9110.770410289,9109.902207465,19,0,right-skewed,46,0,4,request-000000,19,48.23349022222424,148.95249400069588,continuous
9109.902335548,9109.902334572,2,batching,678.5300410010677,,batching-continuous-right-skewed-b2-continuous-fcfs,9110.580864613,9110.148020921,10,0,right-skewed,80,0,4,request-000001,10,48.09374355560673,245.68634900060715,continuous
9109.902381593,9109.902381097,2,batching,1298.953067000184,,batching-continuous-right-skewed-b2-continuous-fcfs,9111.201334164,9110.677122203,12,0,right-skewed,17,0,4,request-000002,12,47.65563281811906,774.7411060008744,continuous
9109.9023968,9109.902396537,2,batching,1399.3497709998337,,batching-continuous-right-skewed-b2-continuous-fcfs,9111.301746308,9110.967409636,8,0,right-skewed,49,0,4,request-000003,8,47.76238171429473,1065.0130989997706,continuous
9109.90240904,9109.902408655,2,batching,2184.554712001045,,batching-continuous-right-skewed-b2-continuous-fcfs,9112.086963367,9111.40154782,15,0,right-skewed,61,0,4,request-000004,15,48.958253357211234,1499.1391650000878,continuous
9109.902420663,9109.902420352,2,batching,2999.275451000358,,batching-continuous-right-skewed-b2-continuous-fcfs,9112.901695803,9112.086758787,18,0,right-skewed,248,0,4,request-000005,18,47.93747152946119,2184.3384349995176,continuous
9109.902525812,9109.902525528,2,batching,3682.8288690012414,,batching-continuous-right-skewed-b2-continuous-fcfs,9113.585354397,9112.38191735,26,0,right-skewed,81,0,4,request-000006,26,48.13748188003956,2479.3918220002524,continuous
9109.952368236,9109.952367441,2,batching,4057.930565000788,,batching-continuous-right-skewed-b2-continuous-fcfs,9114.010298006,9113.050770938,21,0,right-skewed,36,0,4,request-000007,21,47.97635340000852,3098.403497000618,continuous
9114.383215693,9114.383215149,4,metadata,1185.674905000269,,metadata-rebuild-16x8-b4-continuous-fcfs,9115.568890054,9115.199075947,8,0,16x8,16,0,0,request-000000,8,52.830586714273004,815.860798000358,rebuild
9114.383276874,9114.383276571,4,metadata,1185.6222370006435,,metadata-rebuild-16x8-b4-continuous-fcfs,9115.568898808,9115.199080661,8,0,16x8,16,0,0,request-000001,8,52.831163857263164,815.8040899998014,rebuild
9114.383301643,9114.383301259,4,metadata,1185.6031770003028,,metadata-rebuild-16x8-b4-continuous-fcfs,9115.568904436,9115.199082316,8,0,16x8,16,0,0,request-000002,8,52.83173142873108,815.7810569991852,rebuild
9114.383315896,9114.383315612,4,metadata,1185.5940379991807,,metadata-rebuild-16x8-b4-continuous-fcfs,9115.56890965,9115.199084236,8,0,16x8,16,0,0,request-000003,8,52.8322019999905,815.7686239992472,rebuild
9115.657679098,9115.657678265,4,metadata,1172.4060559990903,,metadata-rebuild-16x8-b4-continuous-fcfs,9116.830084321,9116.482893765,8,0,16x8,16,0,1,request-000000,8,49.598650857140974,825.2154999991035,rebuild
9115.657742721,9115.657742349,4,metadata,1172.3504750007123,,metadata-rebuild-16x8-b4-continuous-fcfs,9116.830092824,9116.482897906,8,0,16x8,16,0,1,request-000001,8,49.59927400003445,825.1555570004712,rebuild
9115.657758062,9115.657757843,4,metadata,1172.3409869991883,,metadata-rebuild-16x8-b4-continuous-fcfs,9116.83009883,9116.482899634,8,0,16x8,16,0,1,request-000002,8,49.599885142794975,825.1417909996235,rebuild
9115.657770272,9115.657770059,4,metadata,1172.3334210000758,,metadata-rebuild-16x8-b4-continuous-fcfs,9116.83010348,9116.482901496,8,0,16x8,16,0,1,request-000003,8,49.600283428714775,825.1314369990723,rebuild
9116.916968173,9116.916967585,4,metadata,1143.7294669995026,,metadata-rebuild-16x8-b4-continuous-fcfs,9118.060697052,9117.713741056,8,0,16x8,16,0,2,request-000000,8,49.56514228563589,796.7734710000514,rebuild
9116.917069573,9116.917069167,4,metadata,1143.636508999407,,metadata-rebuild-16x8-b4-continuous-fcfs,9118.060705676,9117.713745458,8,0,16x8,16,0,2,request-000001,8,49.56574542848102,796.6762910000398,rebuild
9116.917088898,9116.917088645,4,metadata,1143.622283001605,,metadata-rebuild-16x8-b4-continuous-fcfs,9118.060710928,9117.713747005,8,0,16x8,16,0,2,request-000002,8,49.56627471437969,796.6583600009471,rebuild
9116.917100945,9116.917100693,4,metadata,1143.6147080003138,,metadata-rebuild-16x8-b4-continuous-fcfs,9118.060715401,9117.713748677,8,0,16x8,16,0,2,request-000003,8,49.56667485696796,796.6479840015381,rebuild
9118.149013561,9118.14901299,4,metadata,1153.2543539997278,,metadata-rebuild-16x8-b4-continuous-fcfs,9119.302267344,9118.946428782,8,0,16x8,16,0,3,request-000000,8,50.83408028570245,797.4157919998106,rebuild
9118.149079556,9118.149079168,4,metadata,1153.196878000017,,metadata-rebuild-16x8-b4-continuous-fcfs,9119.302276046,9118.946432937,8,0,16x8,16,0,3,request-000001,8,50.83472985721268,797.3537689995283,rebuild
9118.149094755,9118.149094555,4,metadata,1153.194981001434,,metadata-rebuild-16x8-b4-continuous-fcfs,9119.302289536,9118.946434472,8,0,16x8,16,0,3,request-000002,8,50.8364377144192,797.3399170004996,rebuild
9118.149106125,9118.149105936,4,metadata,1153.1885599997622,,metadata-rebuild-16x8-b4-continuous-fcfs,9119.302294496,9118.946435835,8,0,16x8,16,0,3,request-000003,8,50.83695157138988,797.329899000033,rebuild
9119.388663987,9119.388663442,4,metadata,1153.7604140012263,,metadata-rebuild-16x8-b4-continuous-fcfs,9120.542423856,9120.194033348,8,0,16x8,16,0,4,request-000000,8,49.770072571586105,805.3699060001236,rebuild
9119.388725771,9119.388725397,4,metadata,1153.7241119985993,,metadata-rebuild-16x8-b4-continuous-fcfs,9120.542449509,9120.194037535,8,0,16x8,16,0,4,request-000001,8,49.77313914267662,805.3121379998629,rebuild
9119.388741473,9119.388741208,4,metadata,1153.7142630004382,,metadata-rebuild-16x8-b4-continuous-fcfs,9120.542455471,9120.194038738,8,0,16x8,16,0,4,request-000002,8,49.773819000100566,805.2975299997343,rebuild
9119.388771356,9119.388771072,4,metadata,1153.6894920009217,,metadata-rebuild-16x8-b4-continuous-fcfs,9120.542460564,9120.19403986,8,0,16x8,16,0,4,request-000003,8,49.774386285727296,805.2687880008307,rebuild
9120.742285762,9120.742285122,4,metadata,1115.4445600004692,,metadata-cached-16x8-b4-continuous-fcfs,9121.857729682,9121.516991447,8,0,16x8,16,0,0,request-000000,8,48.67689071423748,774.7063250008068,cached
9120.742366413,9120.74236611,4,metadata,1115.3727549990435,,metadata-cached-16x8-b4-continuous-fcfs,9121.857738865,9121.516996156,8,0,16x8,16,0,0,request-000001,8,48.677529856961755,774.6300460003113,cached
9120.742380629,9120.742380374,4,metadata,1115.3630850003537,,metadata-cached-16x8-b4-continuous-fcfs,9121.857743459,9121.516997789,8,0,16x8,16,0,0,request-000002,8,48.67795285723072,774.6174149997387,cached
9120.742392588,9120.742392348,4,metadata,1115.3558799996972,,metadata-cached-16x8-b4-continuous-fcfs,9121.857748228,9121.517008528,8,0,16x8,16,0,0,request-000003,8,48.677099999882294,774.6161800005211,cached
9121.945884959,9121.945884179,4,metadata,1311.9469440007379,,metadata-cached-16x8-b4-continuous-fcfs,9123.257831123,9122.910869421,8,0,16x8,16,0,1,request-000000,8,49.56595742857774,964.9852420006937,cached
9121.945952727,9121.945952433,4,metadata,1311.887146999652,,metadata-cached-16x8-b4-continuous-fcfs,9123.25783958,9122.910873806,8,0,16x8,16,0,1,request-000001,8,49.56653914268827,964.9213730008341,cached
9121.945968542,9121.945968289,4,metadata,1311.87590600166,,metadata-cached-16x8-b4-continuous-fcfs,9123.257844195,9122.910875343,8,0,16x8,16,0,1,request-000002,8,49.566978857391014,964.9070539999229,cached
9121.945980538,9121.945980283,4,metadata,1311.8689719995018,,metadata-cached-16x8-b4-continuous-fcfs,9123.257849255,9122.91087689,8,0,16x8,16,0,1,request-000003,8,49.56748071422875,964.8966069999005,cached
9123.345515466,9123.345514836,4,metadata,1130.4917499983276,,metadata-cached-16x8-b4-continuous-fcfs,9124.476006586,9124.126588747,8,0,16x8,16,0,2,request-000000,8,49.91683414274511,781.0739109991118,cached
9123.345583942,9123.345583524,4,metadata,1130.4323849999491,,metadata-cached-16x8-b4-continuous-fcfs,9124.476015909,9124.126593455,8,0,16x8,16,0,2,request-000001,8,49.91749342869817,781.0099309990619,cached
9123.345598156,9123.345597916,4,metadata,1130.4235809984675,,metadata-cached-16x8-b4-continuous-fcfs,9124.476021497,9124.126595213,8,0,16x8,16,0,2,request-000002,8,49.91804057135596,780.9972969989758,cached
9123.345608399,9123.345608145,4,metadata,1130.4186460001802,,metadata-cached-16x8-b4-continuous-fcfs,9124.476026791,9124.126601519,8,0,16x8,16,0,2,request-000003,8,49.91789600015701,780.9933739990811,cached
9124.561133871,9124.561133201,4,metadata,1116.7685330001405,,metadata-cached-16x8-b4-continuous-fcfs,9125.677901734,9125.3436373,8,0,16x8,16,0,3,request-000000,8,47.75206199987484,782.5040990010166,cached
9124.561194715,9124.561194396,4,metadata,1116.7168360007054,,metadata-cached-16x8-b4-continuous-fcfs,9125.677911232,9125.343641171,8,0,16x8,16,0,3,request-000001,8,47.752865857026855,782.4467750015174,cached
9124.561209838,9124.561209577,4,metadata,1116.7076300007466,,metadata-cached-16x8-b4-continuous-fcfs,9125.677917207,9125.343642455,8,0,16x8,16,0,3,request-000002,8,47.75353600000796,782.4328780006908,cached
9124.561220419,9124.561220138,4,metadata,1116.703163999773,,metadata-cached-16x8-b4-continuous-fcfs,9125.677923302,9125.343643837,8,0,16x8,16,0,3,request-000003,8,47.75420928568305,782.4236989999918,cached
9125.775925758,9125.775924899,4,metadata,1150.1235349987837,,metadata-cached-16x8-b4-continuous-fcfs,9126.926048434,9126.580978598,8,0,16x8,16,0,4,request-000000,8,49.295690857044455,805.0536989994725,cached
9125.776032538,9125.776032148,4,metadata,1150.0251960005698,,metadata-cached-16x8-b4-continuous-fcfs,9126.926057344,9126.580983499,8,0,16x8,16,0,4,request-000001,8,49.29626357157498,804.951350999545,cached
9125.776057818,9125.776057578,4,metadata,1150.004995000927,,metadata-cached-16x8-b4-continuous-fcfs,9126.926062573,9126.580984971,8,0,16x8,16,0,4,request-000002,8,49.29680028570666,804.9273930009804,cached
9125.776076124,9125.776073466,4,metadata,1149.9943359995086,,metadata-cached-16x8-b4-continuous-fcfs,9126.926067802,9126.580986414,8,0,16x8,16,0,4,request-000003,8,49.29734114297649,804.9129479986732,cached
9127.135201577,9127.135200892,4,prefill,7902.2759509989555,,prefill-token-128x32-b4-continuous-fcfs,9135.037476843,9133.326670989,32,0,128x32,128,0,0,request-000000,32,55.1872856128959,6191.470096999183,token
9127.135264042,9127.135263693,4,prefill,7902.222855998843,,prefill-token-128x32-b4-continuous-fcfs,9135.037486549,9133.32667577,32,0,128x32,128,0,0,request-000001,32,55.18744448384114,6191.412076999768,token
9127.135282132,9127.135281742,4,prefill,7902.211104999878,,prefill-token-128x32-b4-continuous-fcfs,9135.037492847,9133.326677491,32,0,128x32,128,0,0,request-000002,32,55.1875921289813,6191.395749001458,token
9127.135300445,9127.135299963,4,prefill,7902.198417999898,,prefill-token-128x32-b4-continuous-fcfs,9135.037498381,9133.326679088,32,0,128x32,128,0,0,request-000003,32,55.18771912900247,6191.379125000822,token
9135.492706768,9135.492706068,4,prefill,7763.628753999001,,prefill-token-128x32-b4-continuous-fcfs,9143.256334822,9141.770039556,32,0,128x32,128,0,1,request-000000,32,47.945008580603414,6277.333488000295,token
9135.492779776,9135.492779399,4,prefill,7763.566189001722,,prefill-token-128x32-b4-continuous-fcfs,9143.256345588,9141.770043759,32,0,128x32,128,0,1,request-000001,32,47.94522029037434,6277.264360000117,token
9135.492797491,9135.492797209,4,prefill,7763.554493998527,,prefill-token-128x32-b4-continuous-fcfs,9143.256351703,9141.770045265,32,0,128x32,128,0,1,request-000002,32,47.94536896770296,6277.248055999735,token
9135.492811395,9135.492811072,4,prefill,7763.545703001,,prefill-token-128x32-b4-continuous-fcfs,9143.256356775,9141.770047124,32,0,128x32,128,0,1,request-000003,32,47.945472612897696,6277.236052001172,token
9143.709090755,9143.709090019,4,prefill,7953.844354000466,,prefill-token-128x32-b4-continuous-fcfs,9151.662934373,9150.120857274,32,0,128x32,128,0,2,request-000000,32,49.74442254839936,6411.767255000086,token
9143.709165955,9143.709165579,4,prefill,7953.778284001601,,prefill-token-128x32-b4-continuous-fcfs,9151.662943863,9150.120861881,32,0,128x32,128,0,2,request-000001,32,49.74458006454957,6411.696302000564,token
9143.709181768,9143.709181454,4,prefill,7953.769230000034,,prefill-token-128x32-b4-continuous-fcfs,9151.662950684,9150.120863242,32,0,128x32,128,0,2,request-000002,32,49.74475619353818,6411.681788000351,token
9143.709195522,9143.709195168,4,prefill,7953.762631001155,,prefill-token-128x32-b4-continuous-fcfs,9151.662957799,9150.120865118,32,0,128x32,128,0,2,request-000003,32,49.744925193555254,6411.669950000942,token
9152.122554063,9152.122553504,4,prefill,7673.983432001478,,prefill-token-128x32-b4-continuous-fcfs,9159.796536936,9158.315839064,32,0,128x32,128,0,3,request-000000,32,47.76444748389505,6193.2855600007315,token
9152.122621794,9152.122621397,4,prefill,7673.925617998975,,prefill-token-128x32-b4-continuous-fcfs,9159.796547015,9158.315843916,32,0,128x32,128,0,3,request-000001,32,47.76461609676077,6193.2225189993915,token
9152.122637276,9152.122637014,4,prefill,7673.916371000814,,prefill-token-128x32-b4-continuous-fcfs,9159.796553385,9158.315845833,32,0,128x32,128,0,3,request-000002,32,47.76475974194322,6193.208819000574,token
9152.122649915,9152.122649686,4,prefill,7673.910092000369,,prefill-token-128x32-b4-continuous-fcfs,9159.796559778,9158.315848113,32,0,128x32,128,0,3,request-000003,32,47.764892419382385,6193.1984269995155,token
9160.254345701,9160.254345,4,prefill,7918.762278000941,,prefill-token-128x32-b4-continuous-fcfs,9168.173107278,9166.676061142,32,0,128x32,128,0,4,request-000000,32,48.291810838735174,6421.71614200015,token
9160.254416496,9160.254416215,4,prefill,7918.700557998818,,prefill-token-128x32-b4-continuous-fcfs,9168.173116773,9166.676065858,32,0,128x32,128,0,4,request-000001,32,48.29196499996479,6421.64964299991,token
9160.254432359,9160.254431981,4,prefill,7918.690267999409,,prefill-token-128x32-b4-continuous-fcfs,9168.173122249,9166.67606754,32,0,128x32,128,0,4,request-000002,32,48.292087387087506,6421.6355589996965,token
9160.254445899,9160.254445511,4,prefill,7918.682280000212,,prefill-token-128x32-b4-continuous-fcfs,9168.173127791,9166.676069177,32,0,128x32,128,0,4,request-000003,32,48.292213354861524,6421.623665999505,token
9168.683027129,9168.683026461,4,prefill,1939.0517259998887,,prefill-chunk16-128x32-b4-continuous-fcfs,9170.622078187,9169.111311476,32,0,128x32,128,0,0,request-000000,32,48.734410032275555,428.28501499934646,chunk16
9168.683081166,9168.683080826,4,prefill,1939.0084400001797,,prefill-chunk16-128x32-b4-continuous-fcfs,9170.622089266,9169.111316442,32,0,128x32,128,0,0,request-000001,32,48.73460722580691,428.23561600016546,chunk16
9168.683096582,9168.683096243,4,prefill,1938.99913200039,,prefill-chunk16-128x32-b4-continuous-fcfs,9170.622095375,9169.111318144,32,0,128x32,128,0,0,request-000002,32,48.734749387104756,428.2219010001427,chunk16
9168.683108725,9168.683108515,4,prefill,1938.9931119985704,,prefill-chunk16-128x32-b4-continuous-fcfs,9170.622101627,9169.111319804,32,0,128x32,128,0,0,request-000003,32,48.73489751609609,428.2112889995915,chunk16
9170.746957963,9170.746957289,4,prefill,1919.3923650000215,,prefill-chunk16-128x32-b4-continuous-fcfs,9172.666349654,9171.16762714,32,0,128x32,128,0,1,request-000000,32,48.34588754842586,420.66985099882004,chunk16
9170.74703746,9170.747037031,4,prefill,1919.3235010006902,,prefill-chunk16-128x32-b4-continuous-fcfs,9172.666360532,9171.167631272,32,0,128x32,128,0,1,request-000001,32,48.346105161345484,420.59424099898024,chunk16
9170.747057535,9170.747057194,4,prefill,1919.3111830009002,,prefill-chunk16-128x32-b4-continuous-fcfs,9172.666368377,9171.167632897,32,0,128x32,128,0,1,request-000002,32,48.346305806438565,420.57570300130465,chunk16
9170.747071965,9170.747071601,4,prefill,1919.3032430011954,,prefill-chunk16-128x32-b4-continuous-fcfs,9172.666374844,9171.167634626,32,0,128x32,128,0,1,request-000003,32,48.34645864520421,420.56302499986487,chunk16
9172.790668803,9172.790668103,4,prefill,1972.8460520000226,,prefill-chunk16-128x32-b4-continuous-fcfs,9174.763514155,9173.227085634,32,0,128x32,128,0,2,request-000000,32,49.56221035483336,436.4175310001883,chunk16
9172.790731158,9172.7907307,4,prefill,1972.7944249989378,,prefill-chunk16-128x32-b4-continuous-fcfs,9174.763525125,9173.22709118,32,0,128x32,128,0,2,request-000001,32,49.56238532254393,436.36048000007577,chunk16
9172.790746136,9172.790745889,4,prefill,1972.7853469994443,,prefill-chunk16-128x32-b4-continuous-fcfs,9174.763531236,9173.227093135,32,0,128x32,128,0,2,request-000002,32,49.562519387109205,436.34724599905894,chunk16
9172.790758438,9172.790758162,4,prefill,1972.7790910001204,,prefill-chunk16-128x32-b4-continuous-fcfs,9174.763537253,9173.227094872,32,0,128x32,128,0,2,request-000003,32,49.56265745163218,436.336709999523,chunk16
9174.89673332,9174.89673266,4,prefill,2127.383581000686,,prefill-chunk16-128x32-b4-continuous-fcfs,9177.024116241,9175.321852401,32,0,128x32,128,0,3,request-000000,32,54.91173677417523,425.1197410012537,chunk16
9174.89680323,9174.896802876,4,prefill,2127.3245820011653,,prefill-chunk16-128x32-b4-continuous-fcfs,9177.024127458,9175.321856748,32,0,128x32,128,0,3,request-000001,32,54.911958387111234,425.0538720007171,chunk16
9174.896822139,9174.896821802,4,prefill,2127.3124780000217,,prefill-chunk16-128x32-b4-continuous-fcfs,9177.02413428,9175.321858772,32,0,128x32,128,0,3,request-000002,32,54.9121131612816,425.03697000029206,chunk16
9174.896836611,9174.896836373,4,prefill,2127.30408599964,,prefill-chunk16-128x32-b4-continuous-fcfs,9177.024140459,9175.321860842,32,0,128x32,128,0,3,request-000003,32,54.91224570968986,425.02446899925417,chunk16
9177.157069852,9177.157068998,4,prefill,1921.7130649994942,,prefill-chunk16-128x32-b4-continuous-fcfs,9179.078782063,9177.580560802,32,0,128x32,128,0,4,request-000000,32,48.329718096753034,423.4918040001503,chunk16
9177.157138828,9177.157138507,4,prefill,1921.6539610006294,,prefill-chunk16-128x32-b4-continuous-fcfs,9179.078792468,9177.580564939,32,0,128x32,128,0,4,request-000001,32,48.329920290334194,423.4264320002694,chunk16
9177.157158147,9177.157157774,4,prefill,1921.6403810005431,,prefill-chunk16-128x32-b4-continuous-fcfs,9179.078798155,9177.580567036,32,0,128x32,128,0,4,request-000002,32,48.33003609676398,423.4092620008596,chunk16
9177.157173116,9177.157172729,4,prefill,1921.6314230015996,,prefill-chunk16-128x32-b4-continuous-fcfs,9179.078804152,9177.580568517,32,0,128x32,128,0,4,request-000003,32,48.33018177422702,423.3957880005619,chunk16
9179.270934742,9179.270934259,4,prefill,1717.3992169991834,,prefill-chunk32-128x32-b4-continuous-fcfs,9180.988333476,9179.496316836,32,0,128x32,128,0,0,request-000000,32,48.12956903227924,225.38257699852693,chunk32
9179.27099737,9179.270997063,4,prefill,1717.350703998818,,prefill-chunk32-128x32-b4-continuous-fcfs,9180.988347767,9179.496321394,32,0,128x32,128,0,0,request-000001,32,48.12988300000143,225.3243309987738,chunk32
9179.271026136,9179.271025806,4,prefill,1717.3283510001056,,prefill-chunk32-128x32-b4-continuous-fcfs,9180.988354157,9179.496322836,32,0,128x32,128,0,0,request-000002,32,48.13004261291832,225.29702999963774,chunk32
9179.271039596,9179.27103935,4,prefill,1717.3198349992163,,prefill-chunk32-128x32-b4-continuous-fcfs,9180.988359185,9179.496324296,32,0,128x32,128,0,0,request-000003,32,48.130157709648856,225.28494600010163,chunk32
9181.114618975,9181.11461823,4,prefill,1707.0941040001344,,prefill-chunk32-128x32-b4-continuous-fcfs,9182.821712334,9181.332210783,32,0,128x32,128,0,1,request-000000,32,48.048437129006246,217.59255300094082,chunk32
9181.114687013,9181.11468667,4,prefill,1707.039476999853,,prefill-chunk32-128x32-b4-continuous-fcfs,9182.821726147,9181.332214291,32,0,128x32,128,0,1,request-000001,32,48.04876954838091,217.52762100004475,chunk32
9181.114704394,9181.114704141,4,prefill,1707.028024000465,,prefill-chunk32-128x32-b4-continuous-fcfs,9182.821732165,9181.33221563,32,0,128x32,128,0,1,request-000002,32,48.048920483896865,217.5114889996621,chunk32
9181.11471722,9181.114717023,4,prefill,1707.021440999597,,prefill-chunk32-128x32-b4-continuous-fcfs,9182.821738464,9181.332216991,32,0,128x32,128,0,1,request-000003,32,48.04907977414851,217.49996800099325,chunk32
9182.942477751,9182.942476812,4,prefill,1711.7590719990403,,prefill-chunk32-128x32-b4-continuous-fcfs,9184.654235884,9183.160708131,32,0,128x32,128,0,2,request-000000,32,48.178314612913155,218.2313189987326,chunk32
9182.942543917,9182.94254344,4,prefill,1711.702714999774,,prefill-chunk32-128x32-b4-continuous-fcfs,9184.654246155,9183.160712148,32,0,128x32,128,0,2,request-000001,32,48.178516354856846,218.16870799921162,chunk32
9182.942558935,9182.942558686,4,prefill,1711.6933640008938,,prefill-chunk32-128x32-b4-continuous-fcfs,9184.65425205,9183.160713704,32,0,128x32,128,0,2,request-000002,32,48.1786563226295,218.1550179993792,chunk32
9182.942572176,9182.942571882,4,prefill,1711.6857460005122,,prefill-chunk32-128x32-b4-continuous-fcfs,9184.654257628,9183.160715118,32,0,128x32,128,0,2,request-000003,32,48.178790645197886,218.1432359993778,chunk32
9184.77743117,9184.777430544,4,prefill,1779.0136590010661,,prefill-chunk32-128x32-b4-continuous-fcfs,9186.556444203,9185.009438849,32,0,128x32,128,0,3,request-000000,32,49.90339851616638,232.00830499990843,chunk32
9184.77750465,9184.777504216,4,prefill,1778.9490140003181,,prefill-chunk32-128x32-b4-continuous-fcfs,9186.55645323,9185.009443665,32,0,128x32,128,0,3,request-000001,32,49.903534354833084,231.93944900049246,chunk32
9184.777522784,9184.777522456,4,prefill,1778.9368810008455,,prefill-chunk32-128x32-b4-continuous-fcfs,9186.556459337,9185.009445482,32,0,128x32,128,0,3,request-000002,32,49.90367274196263,231.92302600000403,chunk32
9184.777538773,9184.777538479,4,prefill,1778.9270560006116,,prefill-chunk32-128x32-b4-continuous-fcfs,9186.556465535,9185.00944761,32,0,128x32,128,0,3,request-000003,32,49.90380403227567,231.90913100006583,chunk32
9186.683234442,9186.683233908,4,prefill,1744.5902680010477,,prefill-chunk32-128x32-b4-continuous-fcfs,9188.427824176,9186.901886592,32,0,128x32,128,0,4,request-000000,32,49.22379303224584,218.65268400142668,chunk32
9186.683307627,9186.683307172,4,prefill,1744.5289510014845,,prefill-chunk32-128x32-b4-continuous-fcfs,9188.427836123,9186.9018902,32,0,128x32,128,0,4,request-000001,32,49.224062032261564,218.58302800137608,chunk32
9186.683323723,9186.683323445,4,prefill,1744.5195660002355,,prefill-chunk32-128x32-b4-continuous-fcfs,9188.427843011,9186.901891741,32,0,128x32,128,0,4,request-000002,32,49.22423451617144,218.5682959989208,chunk32
9186.683336906,9186.683336623,4,prefill,1744.5120439988386,,prefill-chunk32-128x32-b4-continuous-fcfs,9188.427848667,9186.901892988,32,0,128x32,128,0,4,request-000003,32,49.22437674189672,218.5563650000404,chunk32
9188.614627487,9188.614626999,4,batching,1034.8109499991551,,batching-static-right-skewed-b4-static-fcfs,9189.649437949,9188.768761247,19,0,right-skewed,46,0,0,request-000000,19,48.92648344442326,154.13424799953646,static
9188.768930882,9188.768929926,4,batching,1758.0267939993064,,batching-static-right-skewed-b4-static-fcfs,9190.52695672,9189.906059976,10,0,right-skewed,80,0,0,request-000001,10,68.988527111085,1137.1300499995414,static
9188.76899461,9188.768994292,4,batching,1709.821391999867,,batching-static-right-skewed-b4-static-fcfs,9190.478815684,9189.75363844,12,0,right-skewed,17,0,0,request-000002,12,65.92520400011959,984.6441479985515,static
9188.769010829,9188.769010453,4,batching,1613.2383280000795,,batching-static-right-skewed-b4-static-fcfs,9190.382248781,9189.856079924,8,0,right-skewed,49,0,0,request-000003,8,75.1669795712847,1087.0694710010866,static
9188.769037398,9188.769037002,4,batching,1948.3323760014173,,batching-static-right-skewed-b4-static-fcfs,9190.717369378,9189.856081726,15,0,right-skewed,61,0,0,request-000004,15,61.52054657143578,1087.0447240013164,static
9188.769052497,9188.769052142,4,batching,3567.584899999929,,batching-static-right-skewed-b4-static-fcfs,9192.336637042,9191.52361168,18,0,right-skewed,248,0,0,request-000005,18,47.825021294128796,2754.5595379997394,static
9188.769171881,9188.769171491,4,batching,3471.636968999519,,batching-static-right-skewed-b4-static-fcfs,9192.24080846,9191.020844852,26,0,right-skewed,81,0,0,request-000006,26,48.798544319943176,2251.6733610009396,static
9188.769183697,9188.769183362,4,batching,3090.2204840003833,,batching-static-right-skewed-b4-static-fcfs,9191.859403846,9190.870380931,21,0,right-skewed,36,0,0,request-000007,21,49.45114574993568,2101.1975690016698,static
9188.81819858,9188.818197674,4,batching,3231.1003810009424,,batching-static-right-skewed-b4-static-fcfs,9192.049298055,9190.870384682,25,0,right-skewed,45,0,0,request-000008,25,49.121390541661945,2052.187008001056,static
9188.818247763,9188.818247263,4,batching,4967.714222000723,,batching-static-right-skewed-b4-static-fcfs,9193.785961485,9192.567166072,25,0,right-skewed,57,0,0,request-000009,25,50.783142208350306,3748.9188090003154,static
9188.818267664,9188.818267043,4,batching,5347.316367000531,,batching-static-right-skewed-b4-static-fcfs,9194.16558341,9192.951266471,26,0,right-skewed,169,0,0,request-000010,26,48.572677560005104,4132.999428000403,static
9188.818323574,9188.818323283,4,batching,4764.906440001141,,batching-static-right-skewed-b4-static-fcfs,9193.583229723,9192.50942274,22,0,right-skewed,41,0,0,request-000011,22,51.133665857161674,3691.099457000746,static
9194.465163817,9194.465163185,4,batching,1045.0094130010257,,batching-static-right-skewed-b4-static-fcfs,9195.510172598,9194.618018894,19,0,right-skewed,46,0,1,request-000000,19,49.56409466669558,152.85570900050516,static
9194.618156721,9194.618155806,4,batching,1603.9583519996086,,batching-static-right-skewed-b4-static-fcfs,9196.222114158,9195.776146253,10,0,right-skewed,80,0,1,request-000001,10,49.551989444403766,1157.9904469999747,static
9194.618206459,9194.618206073,4,batching,1555.527524998979,,batching-static-right-skewed-b4-static-fcfs,9196.173733598,9195.615368864,12,0,right-skewed,17,0,1,request-000002,12,50.76043036354928,997.162790999937,static
9194.618221977,9194.618221561,4,batching,1457.0157829984964,,batching-static-right-skewed-b4-static-fcfs,9196.075237344,9195.724597246,8,0,right-skewed,49,0,1,request-000003,8,50.09144257123158,1106.3756849998754,static
9194.61823592,9194.618235407,4,batching,1799.6977319999132,,batching-static-right-skewed-b4-static-fcfs,9196.417933139,9195.724599705,15,0,right-skewed,61,0,1,request-000004,15,49.52381671435952,1106.36429799888,static
9194.618249532,9194.618249113,4,batching,3468.456045999119,,batching-static-right-skewed-b4-static-fcfs,9198.086705159,9197.250170241,18,0,right-skewed,248,0,1,request-000005,18,49.207936352853295,2631.921128000613,static
9194.618404007,9194.618403561,4,batching,3372.3419250000006,,batching-static-right-skewed-b4-static-fcfs,9197.990745486,9196.737219671,26,0,right-skewed,81,0,1,request-000006,26,50.14103260000411,2118.816109999898,static
9194.66730492,9194.667304157,4,batching,2926.3402610013145,,batching-static-right-skewed-b4-static-fcfs,9197.593644418,9196.579550533,21,0,right-skewed,36,0,1,request-000007,21,50.70469424999828,1912.2463760013488,static
