batch_size,cache_blocks_free,cache_blocks_used,cache_contiguous_waste_gb,cache_contiguous_waste_tokens,cache_device_metadata,cache_memory_reduction_pct,cache_paged_allocated_gb,cache_paged_fragmentation_pct,cache_paged_waste_tokens,cache_peak_blocks_used,cache_peak_paged_allocated_gb,cache_used_tokens,chunk_size,comparison,config,decode_cpu_ms,decode_cuda_ms,decode_iterations,duration_s,e2e_ms_max,e2e_ms_p50,e2e_ms_p95,e2e_ms_p99,experiment,gpu_memory_peak_gb,gpu_utilization_mean_pct,metadata_construction_ms,mixed_cpu_ms,mixed_cuda_ms,mixed_iterations,policy,preemptions,prefill_cpu_ms,prefill_cuda_ms,prefill_iterations,profile_name,recomputed_tokens,repeat,requests,scheduler_mode,successful_requests,throughput_tokens_per_s,tpot_ms_p50,tpot_ms_p95,tpot_ms_p99,ttft_ms_max,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,variant
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,1,prefill,prefill-token-128x32-b1-continuous-fcfs,1547.8951089971815,1548.198398590088,31,8.24828900400098,8247.561041000154,8247.561041000154,8247.561041000154,8247.561041000154,prefill-token-128x32-b1-continuous-fcfs,5.45916748046875,36.8875,16.410533018643036,0.0,0,0,fcfs,0,6673.591200000374,6694.295860290527,128,128x32,0,0,1,continuous,1,3.879592480874255,50.09118174189831,50.09118174189831,50.09118174189831,6694.734407001306,6694.734407001306,6694.734407001306,6694.734407001306,token
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,1,prefill,prefill-token-128x32-b1-continuous-fcfs,1760.099713003001,1760.395336151123,31,7.933000551000077,7932.3933359992225,7932.3933359992225,7932.3933359992225,7932.3933359992225,prefill-token-128x32-b1-continuous-fcfs,5.46502685546875,36.8051948051948,16.131028007293935,0.0,0,0,fcfs,0,6144.345213991983,6165.8027420043945,128,128x32,0,1,1,continuous,1,4.0337826518826985,56.96870567742501,56.96870567742501,56.96870567742501,6166.363459999047,6166.363459999047,6166.363459999047,6166.363459999047,token
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,1,prefill,prefill-token-128x32-b1-continuous-fcfs,1535.0853239997377,1535.5456199645996,31,7.774954321999758,7774.382933001107,7774.382933001107,7774.382933001107,7774.382933001107,prefill-token-128x32-b1-continuous-fcfs,5.46502685546875,37.532467532467535,16.654416016535833,0.0,0,0,fcfs,0,6207.589817011467,6232.85262298584,128,128x32,0,2,1,continuous,1,4.115779807149972,49.71001412905612,49.71001412905612,49.71001412905612,6233.372495000367,6233.372495000367,6233.372495000367,6233.372495000367,token
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,1,prefill,prefill-token-128x32-b1-continuous-fcfs,1474.9311440045858,1475.2118797302246,31,7.990971186000024,7990.467078001529,7990.467078001529,7990.467078001529,7990.467078001529,prefill-token-128x32-b1-continuous-fcfs,5.46502685546875,37.1025641025641,16.933487000642344,0.0,0,0,fcfs,0,6486.419301991191,6510.056125640869,128,128x32,0,3,1,continuous,1,4.004519507724314,47.73865480649786,47.73865480649786,47.73865480649786,6510.568779000096,6510.568779000096,6510.568779000096,6510.568779000096,token
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,1,prefill,prefill-token-128x32-b1-continuous-fcfs,1738.4990290047426,1738.8346672058105,31,7.953769243998977,7953.250038000988,7953.250038000988,7953.250038000988,7953.250038000988,prefill-token-128x32-b1-continuous-fcfs,5.46502685546875,36.311688311688314,16.41204299266974,0.0,0,0,fcfs,0,6186.495020994698,6208.894546508789,128,128x32,0,4,1,continuous,1,4.023249734601443,56.255036483860515,56.255036483860515,56.255036483860515,6209.343907001312,6209.343907001312,6209.343907001312,6209.343907001312,token
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,16,prefill,prefill-chunk16-128x32-b1-continuous-fcfs,1537.168753997321,1537.3143577575684,31,1.9823404950002441,1981.7461959992215,1981.7461959992215,1981.7461959992215,1981.7461959992215,prefill-chunk16-128x32-b1-continuous-fcfs,5.46502685546875,34.9,6.481821998022497,0.0,0,0,fcfs,0,437.97927100058587,439.1632995605469,8,128x32,0,0,1,continuous,1,16.142534585107217,49.75377129032436,49.75377129032436,49.75377129032436,439.3792859991663,439.3792859991663,439.3792859991663,439.3792859991663,chunk16
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,16,prefill,prefill-chunk16-128x32-b1-continuous-fcfs,1478.0337110005348,1478.3107872009277,31,1.8875090180008556,1886.7088240003795,1886.7088240003795,1886.7088240003795,1886.7088240003795,prefill-chunk16-128x32-b1-continuous-fcfs,5.46502685546875,37.26315789473684,6.087538999054232,0.0,0,0,fcfs,0,402.38848199624044,403.5384941101074,8,128x32,0,1,1,continuous,1,16.95356138424844,47.83397509679837,47.83397509679837,47.83397509679837,403.85559599963017,403.85559599963017,403.85559599963017,403.85559599963017,chunk16
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,16,prefill,prefill-chunk16-128x32-b1-continuous-fcfs,1483.3763800033921,1483.6135940551758,31,1.8867420940005104,1886.2071149997064,1886.2071149997064,1886.2071149997064,1886.2071149997064,prefill-chunk16-128x32-b1-continuous-fcfs,5.46502685546875,35.78947368421053,6.0637450023932615,0.0,0,0,fcfs,0,396.45511300659564,397.53155517578125,8,128x32,0,2,1,continuous,1,16.960452677530256,48.011136774221086,48.011136774221086,48.011136774221086,397.8618749988527,397.8618749988527,397.8618749988527,397.8618749988527,chunk16
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,16,prefill,prefill-chunk16-128x32-b1-continuous-fcfs,1507.9437019994657,1508.2629089355469,31,1.9097194440000749,1909.0296150006907,1909.0296150006907,1909.0296150006907,1909.0296150006907,prefill-chunk16-128x32-b1-continuous-fcfs,5.46502685546875,35.473684210526315,5.86703699627833,0.0,0,0,fcfs,0,394.4140910043643,395.49036026000977,8,128x32,0,3,1,continuous,1,16.756388013190666,48.81394148387405,48.81394148387405,48.81394148387405,395.797429000595,395.797429000595,395.797429000595,395.797429000595,chunk16
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,16,prefill,prefill-chunk16-128x32-b1-continuous-fcfs,1600.8011819994863,1601.1158027648926,31,2.041109640000286,2040.6237090010109,2040.6237090010109,2040.6237090010109,2040.6237090010109,prefill-chunk16-128x32-b1-continuous-fcfs,5.46502685546875,33.857142857142854,6.629987003179849,0.0,0,0,fcfs,0,431.51497800135985,432.9238090515137,8,128x32,0,4,1,continuous,1,15.677746737796758,51.85189177421806,51.85189177421806,51.85189177421806,433.215064000251,433.215064000251,433.215064000251,433.215064000251,chunk16
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,32,prefill,prefill-chunk32-128x32-b1-continuous-fcfs,1459.7720699948695,1460.0455627441406,31,1.6700950159993226,1669.4004729997687,1669.4004729997687,1669.4004729997687,1669.4004729997687,prefill-chunk32-128x32-b1-continuous-fcfs,5.46502685546875,36.294117647058826,5.872366002222407,0.0,0,0,fcfs,0,203.7898340004176,204.31065368652344,4,128x32,0,0,1,continuous,1,19.160586489656932,47.25417325807352,47.25417325807352,47.25417325807352,204.52110199948947,204.52110199948947,204.52110199948947,204.52110199948947,chunk32
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,32,prefill,prefill-chunk32-128x32-b1-continuous-fcfs,1485.1080879980145,1485.253562927246,31,1.70211140200081,1701.587493000261,1701.587493000261,1701.587493000261,1701.587493000261,prefill-chunk32-128x32-b1-continuous-fcfs,5.46502685546875,35.705882352941174,5.626395004583173,0.0,0,0,fcfs,0,210.47929500127793,211.0491828918457,4,128x32,0,1,1,continuous,1,18.800179566616155,48.070786741933965,48.070786741933965,48.070786741933965,211.39310400030809,211.39310400030809,211.39310400030809,211.39310400030809,chunk32
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,32,prefill,prefill-chunk32-128x32-b1-continuous-fcfs,1469.0958040046098,1469.3713912963867,31,1.6854367089999869,1684.8836409990327,1684.8836409990327,1684.8836409990327,1684.8836409990327,prefill-chunk32-128x32-b1-continuous-fcfs,5.46502685546875,35.64705882352941,5.981973001325969,0.0,0,0,fcfs,0,209.8312989983242,210.41027450561523,4,128x32,0,2,1,continuous,1,18.986177190234823,47.55100616127874,47.55100616127874,47.55100616127874,210.80244999939168,210.80244999939168,210.80244999939168,210.80244999939168,chunk32
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,32,prefill,prefill-chunk32-128x32-b1-continuous-fcfs,1666.4811099999497,1666.7256469726562,31,1.8785339159985597,1878.0112360000203,1878.0112360000203,1878.0112360000203,1878.0112360000203,prefill-chunk32-128x32-b1-continuous-fcfs,5.46502685546875,31.823529411764707,5.770892996224575,0.0,0,0,fcfs,0,205.60846800071886,206.10364532470703,4,128x32,0,3,1,continuous,1,17.03456068983986,53.92225370967701,53.92225370967701,53.92225370967701,206.4213710000331,206.4213710000331,206.4213710000331,206.4213710000331,chunk32
1,512.0,0.0,3.4957542419433594,130913.0,True,99.8779296875,0.0,0.0,0.0,10.0,0.0042724609375,0.0,32,prefill,prefill-chunk32-128x32-b1-continuous-fcfs,1489.479941994432,1489.7047080993652,31,1.6983359850000852,1697.8260270007013,1697.8260270007013,1697.8260270007013,1697.8260270007013,prefill-chunk32-128x32-b1-continuous-fcfs,5.46502685546875,35.705882352941174,5.601799995929468,0.0,0,0,fcfs,0,202.40011900023092,202.88972854614258,4,128x32,0,4,1,continuous,1,18.841972544083138,48.21294470967851,48.21294470967851,48.21294470967851,203.22474100066756,203.22474100066756,203.22474100066756,203.22474100066756,chunk32
1,512.0,0.0,3.4929237365722656,130807.0,True,99.79248046875,0.0,0.0,0.0,17.0,0.00726318359375,0.0,16,batching,batching-static-right-skewed-b1-static-fcfs,5974.338154999714,5975.685775756836,121,8.317803592999553,8111.985855999592,3313.8158299998395,7723.277661299925,8034.244217059658,batching-static-right-skewed-b1-static-fcfs,7.00799560546875,36.48780487804878,27.486803988722386,0.0,0,0,fcfs,0,2314.576010003293,2320.5025634765625,43,right-skewed,0,0,8,static,8,15.508901906336096,49.41344143249837,51.90632310564759,52.076519021173944,7109.289355999863,2800.530026999695,6647.597279700312,7016.950940739953,static
1,512.0,0.0,3.4929237365722656,130807.0,True,99.79248046875,0.0,0.0,0.0,17.0,0.00726318359375,0.0,16,batching,batching-static-right-skewed-b1-static-fcfs,6061.138350994952,6062.0971031188965,121,8.281426485998963,8080.760171998918,3353.3290534996922,7712.026433199661,8007.013424239066,batching-static-right-skewed-b1-static-fcfs,7.01385498046875,36.18518518518518,27.273222001895192,0.0,0,0,fcfs,0,2190.098395998575,2196.22505569458,43,right-skewed,0,1,8,static,8,15.57702652050278,48.90112699999817,55.47012537746649,57.91298880884628,7125.99140599923,2836.589407000247,6662.835959049971,7033.360316609378,static
1,512.0,0.0,3.4929237365722656,130807.0,True,99.79248046875,0.0,0.0,0.0,17.0,0.00726318359375,0.0,16,batching,batching-static-right-skewed-b1-static-fcfs,5946.070860998589,5946.911106109619,121,8.300294547001613,8094.634365999809,3176.2341029998424,7700.898021950069,8015.8870971898605,batching-static-right-skewed-b1-static-fcfs,7.01385498046875,35.77777777777778,27.26455300762609,0.0,0,0,fcfs,0,2324.1823639873473,2329.979202270508,43,right-skewed,0,2,8,static,8,15.54161714015315,48.83559522729477,50.69273813496693,51.05760354694212,7071.657968001091,2659.7538614996665,6603.441758700955,6978.014726141064,static
1,512.0,0.0,3.4929237365722656,130807.0,True,99.79248046875,0.0,0.0,0.0,17.0,0.00726318359375,0.0,16,batching,batching-static-right-skewed-b1-static-fcfs,6055.856002007204,6056.775543212891,121,8.231466728000669,8032.724926999435,3185.339811999256,7590.906751599868,7944.361291919521,batching-static-right-skewed-b1-static-fcfs,7.01385498046875,36.2,27.19227499619592,0.0,0,0,fcfs,0,2146.0883100044157,2152.1284217834473,43,right-skewed,0,3,8,static,8,15.671569145895418,48.646857199329645,55.17747032499301,57.535707264977646,6870.219596999959,2671.515236999767,6410.915244499937,6778.358726499955,static
