admitted_s,arrival_s,backend,batch_size,e2e_ms,error,finished_s,first_token_s,output_tokens,preemptions,prompt_tokens,recomputed_tokens,repeat,request_id,requested_output_tokens,tpot_ms,ttft_ms,workload
13127.089556735,13127.089556396,fp16,4,739.956589999565,,13127.829512986,13127.306657484,8,0,49,0,1,request-000003,8,74.69364314290162,217.10108799925365,right-skewed
13127.089572535,13127.089572013,fp16,4,1705.6098470002325,,13128.79518186,13128.037982953,15,0,61,0,1,request-000004,15,54.08563621430013,948.4109400000307,right-skewed
13127.089586469,13127.089585922,fp16,4,2630.6227929999295,,13129.720208715,13128.794911783,18,0,248,0,1,request-000005,18,54.429231294146604,1705.3258609994373,right-skewed
13127.08969731,13127.089696909,fp16,4,2577.9385949990683,,13129.667635504,13128.326092579,26,0,81,0,1,request-000006,26,53.661716999995406,1236.3956699991832,right-skewed
13127.089710914,13127.089710563,fp16,4,2345.654018999994,,13129.435364582,13128.378853583,21,0,36,0,1,request-000007,21,52.82554994992097,1289.1430200015748,right-skewed
13127.145273199,13127.145272042,fp16,4,3094.6446679990913,,13130.23991671,13128.948299305,25,0,45,0,1,request-000008,25,53.81739187494835,1803.027263000331,right-skewed
13127.145320799,13127.145320258,fp16,4,3722.9504010010714,,13130.868270659,13129.66739171,25,0,57,0,1,request-000009,25,50.03662287504085,2522.071452000091,right-skewed
13127.145336727,13127.145336339,fp16,4,4306.601244999911,,13131.451937584,13130.239691791,26,0,169,0,1,request-000010,26,48.48983171999862,3094.355451999945,right-skewed
13127.145427354,13127.145427011,fp16,4,3772.1023249996506,,13130.917529336,13129.883635956,22,0,41,0,1,request-000011,22,49.2330180952974,2738.208944998405,right-skewed
13131.679728836,13131.679728174,fp16,4,1102.5506120004138,,13132.782278786,13131.831678029,19,0,46,0,2,request-000000,19,52.81115316665819,151.94985500056646,right-skewed
13131.831795638,13131.831794702,fp16,4,744.5650979989296,,13132.5763598,13132.102606821,10,0,80,0,2,request-000001,10,52.639219888886956,270.81211899894697,right-skewed
13131.831837384,13131.83183705,fp16,4,692.7436330006458,,13132.524580683,13131.9366731,12,0,17,0,2,request-000002,12,53.44614390924107,104.83604999899399,right-skewed
13131.831852116,13131.831851761,fp16,4,584.5579710003221,,13132.416409732,13132.046762579,8,0,49,0,2,request-000003,8,52.80673614288389,214.9108180001349,right-skewed
13131.831865001,13131.831864596,fp16,4,1527.9001989983954,,13133.359764795,13132.627722032,15,0,61,0,2,request-000004,15,52.28876878559926,795.8574360000057,right-skewed
13131.831876677,13131.831876336,fp16,4,2388.435255999866,,13134.220311592,13133.359557168,18,0,248,0,2,request-000005,18,50.63261317649021,1527.6808319995325,right-skewed
13131.831956011,13131.831955785,fp16,4,2334.3986139989283,,13134.166354399,13132.885307349,26,0,81,0,2,request-000006,26,51.24188199995842,1053.3515639999678,right-skewed
13131.884604999,13131.884604063,fp16,4,2068.355524001163,,13133.952959587,13132.937527461,21,0,36,0,2,request-000007,21,50.77160630007711,1052.9233979996206,right-skewed
13131.884646344,13131.884645914,fp16,4,2843.5493929991935,,13134.728195307,13133.511191581,25,0,45,0,2,request-000008,25,50.70848858334406,1626.5456669989362,right-skewed
13131.884661517,13131.88466123,fp16,4,3492.4064080005337,,13135.377067638,13134.16611357,25,0,57,0,2,request-000009,25,50.4564195000512,2281.452339999305,right-skewed
13131.884674197,13131.88467391,fp16,4,4066.358333999233,,13135.951032244,13134.727979927,26,0,169,0,2,request-000010,26,48.922092680004425,2843.306016999122,right-skewed
13131.884779779,13131.884779495,fp16,4,3541.4301800010435,,13135.426209675,13134.372910116,22,0,41,0,2,request-000011,22,50.157121857150095,2488.1306210008916,right-skewed
13136.186322616,13136.186321956,fp16,4,1091.881268999714,,13137.278203225,13136.347186925,19,0,46,0,3,request-000000,19,51.72312777772782,160.8649690006132,right-skewed
13136.34733301,13136.347331623,fp16,4,720.753601000979,,13137.068085224,13136.610077519,10,0,80,0,3,request-000001,10,50.88974499994947,262.7458960014337,right-skewed
13136.34738294,13136.347382572,fp16,4,663.8306860004377,,13137.011213258,13136.453088133,12,0,17,0,3,request-000002,12,50.73864772731957,105.70556099992245,right-skewed
13136.347399787,13136.34739924,fp16,4,561.1322690001543,,13136.908531509,13136.558029602,8,0,49,0,3,request-000003,8,50.07170099997893,210.63036200030183,right-skewed
13136.347412993,13136.347412612,fp16,4,1496.3058630000887,,13137.843718475,13137.121346037,15,0,61,0,3,request-000004,15,51.598031285720936,773.9334249999956,right-skewed
13136.347426063,13136.347425483,fp16,4,2361.2921919993823,,13138.708717675,13137.843508277,18,0,248,0,3,request-000005,18,50.89467047058433,1496.0827939994488,right-skewed
13136.347566661,13136.347566373,fp16,4,2310.614029000135,,13138.658180402,13137.382219864,26,0,81,0,3,request-000006,26,51.03842152006109,1034.6534909986076,right-skewed
13136.347579177,13136.347578796,fp16,4,2104.6245460001956,,13138.452203342,13137.434019119,21,0,36,0,3,request-000007,21,50.909211149974,1086.4403230007156,right-skewed
13136.401098734,13136.401097873,fp16,4,2826.7122839988588,,13139.227810157,13137.997695165,25,0,45,0,3,request-000008,25,51.25479133327341,1596.5972920002969,right-skewed
13136.401145751,13136.401145203,fp16,4,3489.6288309992087,,13139.890774034,13138.657932965,25,0,57,0,3,request-000009,25,51.36837787502676,2256.7877619985666,right-skewed
13136.401165977,13136.40116561,fp16,4,4309.121251000761,,13140.710286861,13139.227571645,26,0,169,0,3,request-000010,26,59.30860863998532,2826.4060350011277,right-skewed
13136.40131888,13136.40131849,fp16,4,3537.73563499999,,13139.939054125,13138.862518679,22,0,41,0,3,request-000011,22,51.26359266666571,2461.20018900001,right-skewed
13140.951499876,13140.951499234,fp16,4,1129.428447000464,,13142.080927681,13141.117656017,19,0,46,0,4,request-000000,19,53.51509244438704,166.1567830014974,right-skewed
13141.117810781,13141.117809742,fp16,4,750.7675050001126,,13141.868577247,13141.390134006,10,0,80,0,4,request-000001,10,53.16036011107725,272.3242640004173,right-skewed
13141.117861998,13141.117861537,fp16,4,696.8510979986604,,13141.814712635,13141.229945779,12,0,17,0,4,request-000002,12,53.160623272726134,112.08424199867295,right-skewed
13141.1178799,13141.117879426,fp16,4,589.0969419997418,,13141.706976368,13141.337844739,8,0,49,0,4,request-000003,8,52.733089856961406,219.96531300101196,right-skewed
13141.117896218,13141.11789557,fp16,4,1541.126317999442,,13142.659021888,13141.921156299,15,0,61,0,4,request-000004,15,52.70468492848782,803.2607290006126,right-skewed
13141.117910908,13141.117910269,fp16,4,2397.7271860003384,,13143.515637455,13142.658792747,18,0,248,0,4,request-000005,18,50.40262988244221,1540.8824779988208,right-skewed
13141.118123244,13141.118122654,fp16,4,2346.985031999793,,13143.465107686,13142.189468605,26,0,81,0,4,request-000006,26,51.02556323996396,1071.3459510006942,right-skewed
13141.118139021,13141.118138626,fp16,4,2144.366264999917,,13143.262504891,13142.243988934,21,0,36,0,4,request-000007,21,50.925797849959054,1125.8503080007358,right-skewed
13141.175691457,13141.175690624,fp16,4,2854.6393629985687,,13144.030329987,13142.815879743,25,0,45,0,4,request-000008,25,50.60209349994693,1640.1891189998423,right-skewed
13141.175739475,13141.175738986,fp16,4,3491.741069999989,,13144.667480056,13143.464883859,25,0,57,0,4,request-000009,25,50.10817487497358,2289.144873000623,right-skewed
13141.175756599,13141.175756237,fp16,4,4071.8657830002485,,13145.24762202,13144.030113337,26,0,169,0,4,request-000010,26,48.700347320045694,2854.357099999106,right-skewed
13141.175928109,13141.175927588,fp16,4,3540.490305000276,,13144.716417893,13143.670920037,22,0,41,0,4,request-000011,22,49.785612190438165,2494.9924490010744,right-skewed
13145.549594111,13145.549593453,fp16,8,409.3259589990339,,13145.958919412,13145.605055023,8,0,16,0,0,request-000000,8,50.552055571513066,55.46156999844243,16x8
13145.549644235,13145.549643946,fp16,8,409.28338099911343,,13145.958927327,13145.605058392,8,0,16,0,0,request-000001,8,50.552704999842845,55.4144460002135,16x8
13145.549658396,13145.549658123,fp16,8,409.2737440005294,,13145.958931867,13145.605059751,8,0,16,0,0,request-000002,8,50.55315942861073,55.40162800025428,16x8
13145.549670204,13145.549669934,fp16,8,409.2663179999363,,13145.958936252,13145.605060884,8,0,16,0,0,request-000003,8,50.55362400006353,55.39094999949157,16x8
13145.549680169,13145.549679963,fp16,8,409.26040500016825,,13145.958940368,13145.60506187,8,0,16,0,0,request-000004,8,50.55407114299929,55.381906999173225,16x8
13145.549689558,13145.549689315,fp16,8,409.25471000082325,,13145.958944025,13145.605062889,8,0,16,0,0,request-000005,8,50.55444799992464,55.37357400135079,16x8
13145.549699499,13145.549699306,fp16,8,409.2482870000822,,13145.958947593,13145.605063834,8,0,16,0,0,request-000006,8,50.554822714340325,55.36452799969993,16x8
13145.706681815,13145.706680706,fp16,8,398.12707899909583,,13146.104807785,13145.758676491,8,0,16,0,0,request-000007,8,49.4473277142658,51.995784999235184,16x8
13146.152188253,13146.152187468,fp16,8,414.9312589997862,,13146.567118727,13146.210037594,8,0,16,0,1,request-000000,8,51.01159042845081,57.85012600063055,16x8
13146.152255938,13146.152255536,fp16,8,414.87111099922913,,13146.567126647,13146.210041053,8,0,16,0,1,request-000001,8,51.012227714246755,57.78551699950185,16x8
13146.152284683,13146.152284376,fp16,8,414.84692500125675,,13146.567131301,13146.210042288,8,0,16,0,1,request-000002,8,51.01271614304486,57.757911999942735,16x8
13146.152298188,13146.152297957,fp16,8,414.83748700011347,,13146.567135444,13146.210043353,8,0,16,0,1,request-000003,8,51.01315585722789,57.74539599951822,16x8
13146.152310179,13146.152309955,fp16,8,414.8291550009162,,13146.56713911,13146.210044363,8,0,16,0,1,request-000004,8,51.01353528568455,57.73440800112439,16x8
13146.15232159,13146.152321392,fp16,8,414.8212819982291,,13146.567142674,13146.210045394,8,0,16,0,1,request-000005,8,51.01389714270356,57.724001999304164,16x8
13146.152332416,13146.152332206,fp16,8,414.81363700040674,,13146.567145843,13146.210046252,8,0,16,0,1,request-000006,8,51.01422728590218,57.71404599909147,16x8
13146.152342606,13146.152342403,fp16,8,414.80677199979255,,13146.567149175,13146.210047099,8,0,16,0,1,request-000007,8,51.014582285591004,57.70469600065553,16x8
13146.606958055,13146.606957309,fp16,8,409.2551409994485,,13147.01621245,13146.663493553,8,0,16,0,2,request-000000,8,50.38841385716556,56.53624399928958,16x8
13146.607027383,13146.607026958,fp16,8,409.19342400047753,,13147.016220382,13146.663496913,8,0,16,0,2,request-000001,8,50.389067000131554,56.46995499955665,16x8
13146.607045002,13146.607044703,fp16,8,409.189461999631,,13147.016234165,13146.663498073,8,0,16,0,2,request-000002,8,50.39087028567987,56.45336999987194,16x8
13146.607058305,13146.607058063,fp16,8,409.17997599899536,,13147.016238039,13146.6634991,8,0,16,0,2,request-000003,8,50.391277000017,56.44103699887637,16x8
13146.607069773,13146.607069548,fp16,8,409.1724219997559,,13147.01624197,13146.663499973,8,0,16,0,2,request-000004,8,50.39171385708739,56.43042500014417,16x8
13146.607081654,13146.607081314,fp16,8,409.16431000005105,,13147.016245624,13146.663500933,8,0,16,0,2,request-000005,8,50.39209871418799,56.41961900073511,16x8
13146.607092948,13146.607092664,fp16,8,409.15647799920407,,13147.016249142,13146.663501816,8,0,16,0,2,request-000006,8,50.39247514287126,56.409151999105234,16x8
13146.607103677,13146.607103463,fp16,8,409.1488819994993,,13147.016252345,13146.663502623,8,0,16,0,2,request-000007,8,50.39281742860372,56.39915999927325,16x8
13147.057272485,13147.057271924,fp16,8,415.0617239993153,,13147.472333648,13147.1145503,8,0,16,0,3,request-000000,8,51.111906857061385,57.27837599988561,16x8
13147.057329769,13147.057329451,fp16,8,415.01287699975364,,13147.472342328,13147.114553652,8,0,16,0,3,request-000001,8,51.11266799992466,57.22420100028103,16x8
13147.057344814,13147.057344553,fp16,8,415.00238299886405,,13147.472346936,13147.114554945,8,0,16,0,3,request-000002,8,51.11314157147717,57.210391998523846,16x8
13147.057356967,13147.057356739,fp16,8,414.9945409990323,,13147.47235128,13147.114555989,8,0,16,0,3,request-000003,8,51.11361300000031,57.199249999030144,16x8
13147.057369675,13147.057369456,fp16,8,414.9856429994543,,13147.472355099,13147.114557019,8,0,16,0,3,request-000004,8,51.11401142858085,57.18756299938832,16x8
13147.057380262,13147.057380041,fp16,8,414.9789629991574,,13147.472359004,13147.11455804,8,0,16,0,3,request-000005,8,51.11442342838148,57.177999000487034,16x8
13147.057390631,13147.057390433,fp16,8,414.97244800120825,,13147.472362881,13147.114559199,8,0,16,0,3,request-000006,8,51.1148117142771,57.16876600126852,16x8
13147.217392888,13147.217392023,fp16,8,403.4136539994506,,13147.620805677,13147.270244605,8,0,16,0,3,request-000007,8,50.08015314264672,52.852582000923576,16x8
13147.667647987,13147.667647429,fp16,8,414.3385120005405,,13148.081985941,13147.724212007,8,0,16,0,4,request-000000,8,51.1105619999788,56.564578000688925,16x8
13147.667700539,13147.667700278,fp16,8,414.29420600070443,,13148.081994484,13147.724215485,8,0,16,0,4,request-000001,8,51.111285571615944,56.51520699939283,16x8
13147.667714947,13147.667714731,fp16,8,414.28432000066095,,13148.081999051,13147.724216788,8,0,16,0,4,request-000002,8,51.11175185733633,56.50205699930666,16x8
13147.667726619,13147.667726417,fp16,8,414.27746299996215,,13148.08200388,13147.724218129,8,0,16,0,4,request-000003,8,51.1122501427183,56.49171200093406,16x8
13147.667736595,13147.667736392,fp16,8,414.27139099869237,,13148.082007783,13147.724219192,8,0,16,0,4,request-000004,8,51.11265585713097,56.48279999877559,16x8
13147.667746749,13147.667746547,fp16,8,414.2647179996857,,13148.082011265,13147.724220086,8,0,16,0,4,request-000005,8,51.11302557140464,56.47353899985319,16x8
13147.667757834,13147.667757645,fp16,8,414.25715900004434,,13148.082014804,13147.724221056,8,0,16,0,4,request-000006,8,51.113392571486266,56.46341099964047,16x8
13147.825027324,13147.825026496,fp16,8,404.96187200005807,,13148.229988368,13147.876462034,8,0,16,0,4,request-000007,8,50.50376199999716,51.43553800007794,16x8
13148.335717728,13148.335717193,fp16,8,1833.549213999504,,13150.169266407,13148.580791842,32,0,128,0,0,request-000000,32,51.241115000002246,245.07464899943443,128x32
13148.335765545,13148.335765265,fp16,8,1833.5109039999224,,13150.169276169,13148.580795455,32,0,128,0,0,request-000001,32,51.24131335481164,245.03019000076165,128x32
13148.335781329,13148.335781096,fp16,8,1833.5011229992233,,13150.169282219,13148.580796974,32,0,128,0,0,request-000002,32,51.24145951612586,245.01587799932167,128x32
13148.33579504,13148.335794771,fp16,8,1833.4927150008298,,13150.169287486,13148.580798378,32,0,128,0,0,request-000003,32,51.24158412904616,245.00360700039892,128x32
13148.335808201,13148.335808001,fp16,8,1833.4844059991156,,13150.169292407,13148.580799406,32,0,128,0,0,request-000004,32,51.24170970966882,244.9914049993822,128x32
13148.502977467,13148.502976521,fp16,8,1815.3433299994504,,13150.318319851,13148.753455807,32,0,128,0,0,request-000005,32,50.47948529030574,250.4792859999725,128x32
13148.503020265,13148.503019854,fp16,8,1815.3089469997212,,13150.318328801,13148.753457345,32,0,128,0,0,request-000006,32,50.47972438713318,250.4374909985927,128x32
13148.503053514,13148.503053129,fp16,8,1815.2812220014312,,13150.318334351,13148.753458653,32,0,128,0,0,request-000007,32,50.47986122583332,250.40552400059823,128x32
13150.435724229,13150.43572369,fp16,8,1857.8910209998867,,13152.293614711,13150.685428541,32,0,128,0,1,request-000000,32,51.87697322576095,249.70485100129736,128x32
13150.435788755,13150.435788385,fp16,8,1857.8367899990553,,13152.293625175,13150.685431919,32,0,128,0,1,request-000001,32,51.87720180642388,249.64353399991523,128x32
13150.435804762,13150.435804415,fp16,8,1857.8281360005349,,13152.293632551,13150.685433071,32,0,128,0,1,request-000002,32,51.877402580665205,249.62865599991346,128x32
13150.435817955,13150.43581762,fp16,8,1857.8209930001321,,13152.293638613,13150.685434425,32,0,128,0,1,request-000003,32,51.87755445161113,249.61680500018701,128x32
13150.435831084,13150.435830799,fp16,8,1857.8137989989045,,13152.293644598,13150.685435344,32,0,128,0,1,request-000004,32,51.87771787096872,249.6045449988742,128x32
13150.606213103,13150.606212135,fp16,8,1842.5112810000428,,13152.448723416,13150.852096783,32,0,128,0,1,request-000005,32,51.50408493547378,245.8846480003558,128x32
13150.606271337,13150.606270966,fp16,8,1842.4611280006502,,13152.448732094,13150.852098274,32,0,128,0,1,request-000006,32,51.50431677424011,245.82730799920682,128x32
13150.60628779,13150.606287507,fp16,8,1842.4500599994644,,13152.448737567,13150.852099537,32,0,128,0,1,request-000007,32,51.50445258063443,245.81202999979723,128x32
13152.570371707,13152.570370782,fp16,8,1892.9173630003788,,13154.463288145,13152.820934128,32,0,128,0,2,request-000000,32,52.979161838706084,250.56334600049013,128x32
13152.570435641,13152.570435298,fp16,8,1892.8634930016415,,13154.463298791,13152.820937902,32,0,128,0,2,request-000001,32,52.979383516128195,250.50260400166735,128x32
13152.570453676,13152.570453379,fp16,8,1892.851819000498,,13154.463305198,13152.820939298,32,0,128,0,2,request-000002,32,52.97954516126699,250.4859190012212,128x32
13152.570467507,13152.570467228,fp16,8,1892.8441349999048,,13154.463311363,13152.820940759,32,0,128,0,2,request-000003,32,52.9796969032407,250.47353099944303,128x32
13152.570481752,13152.570481467,fp16,8,1892.8351839986135,,13154.463316651,13152.820942087,32,0,128,0,2,request-000004,32,52.97982464511616,250.46062000001257,128x32
13152.742776121,13152.74277466,fp16,8,1876.0883529994317,,13154.618863013,13152.989479231,32,0,128,0,2,request-000005,32,52.56076716127169,246.7045710000093,128x32
13152.742831553,13152.742831166,fp16,8,1876.040777999151,,13154.618871944,13152.989480881,32,0,128,0,2,request-000006,32,52.56100203223468,246.64971499987587,128x32
13152.742850783,13152.74285041,fp16,8,1876.0274149990437,,13154.618877825,13152.989482458,32,0,128,0,2,request-000007,32,52.561140870943014,246.6320479998103,128x32
13154.746367243,13154.746366572,fp16,8,1869.36635299935,,13156.615732925,13154.994698753,32,0,128,0,3,request-000000,32,52.291424903218754,248.33218099956866,128x32
13154.746434299,13154.746433954,fp16,8,1869.3088529998931,,13156.615742807,13154.994703078,32,0,128,0,3,request-000001,32,52.29160416127988,248.26912400021683,128x32
13154.746450271,13154.746450065,fp16,8,1869.2990939998708,,13156.615749159,13154.994704416,32,0,128,0,3,request-000002,32,52.291765903235856,248.2543509995594,128x32
13154.746463347,13154.746463108,fp16,8,1869.2911449998064,,13156.615754253,13154.994705981,32,0,128,0,3,request-000003,32,52.291879741929854,248.24287299998105,128x32
13154.74647632,13154.746476094,fp16,8,1869.2838919996575,,13156.615759986,13154.994706893,32,0,128,0,3,request-000004,32,52.29203525807186,248.23079899942968,128x32
13154.918177035,13154.918175979,fp16,8,2026.4805399983743,,13156.944656519,13155.168099349,32,0,128,0,3,request-000005,32,57.3082958063981,249.92337000003317,128x32
13154.918232875,13154.918232475,fp16,8,2026.43345999968,,13156.944665935,13155.168100579,32,0,128,0,3,request-000006,32,57.30855987096748,249.86810399968817,128x32
13154.918259297,13154.91825895,fp16,8,2026.4127259997622,,13156.944671676,13155.168102101,32,0,128,0,3,request-000007,32,57.308695967695975,249.84315100118692,128x32
13157.07536336,13157.075362651,fp16,8,1825.9269179998228,,13158.901289569,13157.331088715,32,0,128,0,4,request-000000,32,50.65164045158927,255.7260640005552,128x32
13157.075470526,13157.075470188,fp16,8,1825.830218000192,,13158.901300406,13157.331092418,32,0,128,0,4,request-000001,32,50.651870580622926,255.62223000088125,128x32
13157.075487123,13157.075486656,fp16,8,1825.8220789994084,,13158.901308735,13157.331093807,32,0,128,0,4,request-000002,32,50.65209445157023,255.6071510007314,128x32
13157.075500968,13157.075500663,fp16,8,1825.8139629997459,,13158.901314626,13157.331095139,32,0,128,0,4,request-000003,32,50.65224151615938,255.59447599880514,128x32
13157.075516435,13157.075515986,fp16,8,1825.8043309997447,,13158.901320317,13157.331096543,32,0,128,0,4,request-000004,32,50.65237980647174,255.58055699912074,128x32
13157.189845522,13157.189844392,fp16,8,1812.0125629993709,,13159.001856955,13157.446594777,32,0,128,0,4,request-000005,32,50.169747677383356,256.75038500048686,128x32
13157.249970054,13157.249968703,fp16,8,1803.9639609996811,,13159.053932664,13157.501664338,32,0,128,0,4,request-000006,32,50.07317180641093,251.69563500094227,128x32
13157.250041212,13157.250040867,fp16,8,1803.900765000435,,13159.053941632,13157.501665558,32,0,128,0,4,request-000007,32,50.07342174195078,251.62469099996088,128x32
13159.244213418,13159.244212786,fp16,8,1160.1726680000866,,13160.404385454,13159.398344543,19,0,46,0,0,request-000000,19,55.89116172217877,154.13175700086867,right-skewed
13159.398469999,13159.398468965,fp16,8,789.8205999990751,,13160.188289565,13159.686035025,10,0,80,0,0,request-000001,10,55.80605999987003,287.56606000024476,right-skewed
13159.398522791,13159.398522334,fp16,8,735.2969029998349,,13160.133819237,13159.518729206,12,0,17,0,0,request-000002,12,55.91727554548759,120.20687199947133,right-skewed
13159.398538867,13159.39853855,fp16,8,625.957512000241,,13160.024496062,13159.63214451,8,0,49,0,0,request-000003,8,56.05022171429092,233.6059600002045,right-skewed
13159.398553079,13159.398552736,fp16,8,1005.8418299995537,,13160.404394566,13159.63214596,15,0,61,0,0,request-000004,15,55.1606147142333,233.5932240002876,right-skewed
13159.398565396,13159.398565128,fp16,8,1783.5859570004686,,13161.182151085,13160.297009894,18,0,248,0,0,request-000005,18,52.06712888235308,898.4447660004662,right-skewed
13159.398667799,13159.398667357,fp16,8,1677.5007480009663,,13161.076168105,13159.741097146,26,0,81,0,0,request-000006,26,53.402838360052556,342.4297889996524,right-skewed
13159.457860859,13159.45785977,fp16,8,1262.3027280005772,,13160.720162498,13159.632147175,21,0,36,0,0,request-000007,21,54.400766150047275,174.2874049996317,right-skewed
13159.45790457,13159.457904154,fp16,8,1986.0918459999084,,13161.443996,13160.18805924,25,0,45,0,0,request-000008,25,52.33069833335927,730.1550859992858,right-skewed
13159.457922301,13159.457921917,fp16,8,2176.1781980003434,,13161.634100115,13160.348926602,25,0,57,0,0,request-000009,25,53.54889637495338,891.0046850014623,right-skewed
13159.457937337,13159.457936914,fp16,8,2756.625976000578,,13162.21456289,13160.772344844,26,0,169,0,0,request-000010,26,57.68872184002248,1314.4079300000158,right-skewed
13159.45802594,13159.458025702,fp16,8,2244.4809839998925,,13161.702506686,13160.566323824,22,0,41,0,0,request-000011,22,54.10394580957516,1108.2981219988142,right-skewed
13159.458038648,13159.458038424,fp16,8,2558.2293679999566,,13162.016267792,13160.566325085,27,0,36,0,0,request-000012,27,55.76702719232484,1108.2866609995108,right-skewed
13159.458050993,13159.458050627,fp16,8,2558.2250240004214,,13162.016275651,13160.87442652,21,0,35,0,0,request-000013,21,57.09245654998085,1416.3758930008044,right-skewed
13159.518864102,13159.518863138,fp16,8,2621.8265119987336,,13162.14068965,13161.889427519,5,0,214,0,0,request-000014,5,62.81553274993712,2370.564380998985,right-skewed
13159.518935527,13159.518934912,fp16,8,2953.517517000364,,13162.472452429,13161.390509598,18,0,52,0,0,request-000015,18,63.64369594110244,1871.5746860016225,right-skewed
13159.518952154,13159.518951785,fp16,8,3084.926102999816,,13162.603877888,13162.214293221,7,0,180,0,0,request-000016,7,64.93077783306944,2695.3414360013994,right-skewed
13159.577912447,13159.577911619,fp16,8,3814.0576709993184,,13163.39196929,13162.665308868,15,0,256,0,0,request-000017,15,51.904315857167866,3087.3972489989683,right-skewed
13159.577963344,13159.577962933,fp16,8,2696.1050549998617,,13162.274067988,13161.953476545,6,0,54,0,0,request-000018,6,64.11828860000242,2375.5136119998497,right-skewed
13159.577997406,13159.577997077,fp16,8,4010.620454999298,,13163.588617532,13162.47221274,22,0,100,0,0,request-000019,22,53.16213295234428,2894.215663000068,right-skewed
13159.578013057,13159.578012691,fp16,8,3025.873866001348,,13162.603886557,13162.140469206,8,0,30,0,0,request-000020,8,66.20247871433094,2562.456515001031,right-skewed
13159.632277975,13159.632276893,fp16,8,3146.1754129995825,,13162.778452306,13162.408821967,7,0,53,0,0,request-000021,7,61.605056500108425,2776.545073998932,right-skewed
13159.632317909,13159.632317556,fp16,8,3200.408092001453,,13162.832725648,13162.273777452,10,0,12,0,0,request-000022,10,62.10535511127091,2641.459896000015,right-skewed
13159.632335708,13159.632335292,fp16,8,3708.971071999258,,13163.341306364,13162.83248285,11,0,134,0,0,request-000023,11,50.88235139992321,3200.147558000026,right-skewed
13163.816193739,13163.816193144,fp16,8,1264.2231499994523,,13165.080416294,13163.992139499,19,0,46,0,1,request-000000,19,60.4598219444799,175.94635499881406,right-skewed
13163.99229584,13163.992294869,fp16,8,847.3691840008541,,13164.839664053,13164.295665735,10,0,80,0,1,request-000001,10,60.44425755559738,303.3708660004777,right-skewed
13163.992352914,13163.992352589,fp16,8,785.6882489995769,,13164.778040838,13164.116088162,12,0,17,0,1,request-000002,12,60.177516000046374,123.73557299906679,right-skewed
13163.992370176,13163.992369377,fp16,8,663.9543540004524,,13164.656323731,13164.233421644,8,0,49,0,1,request-000003,8,60.414583857241915,241.052266999759,right-skewed
13163.99238439,13163.992383883,fp16,8,1088.0440809996799,,13165.080427964,13164.233423685,15,0,61,0,1,request-000004,15,60.50030564282289,241.0398020001594,right-skewed
13163.992397614,13163.992397072,fp16,8,1904.643150000993,,13165.897040222,13164.95920834,18,0,248,0,1,request-000005,18,55.166581294115,966.8112680010381,right-skewed
13163.992506641,13163.992506059,fp16,8,1798.2739199997013,,13165.790779979,13164.355911794,26,0,81,0,1,request-000006,26,57.39472739995108,363.4057350009243,right-skewed
13163.992520028,13163.992519679,fp16,8,1372.4662459990213,,13165.364985925,13164.174563436,21,0,36,0,1,request-000007,21,59.52112445002058,182.04375699860975,right-skewed
13164.055698248,13164.055697198,fp16,8,2110.3331340000295,,13166.166030332,13164.839399105,25,0,45,0,1,request-000008,25,55.276301125028716,783.7019069993403,right-skewed
13164.055750559,13164.055750057,fp16,8,2272.3515779998706,,13166.328101635,13165.02247464,25,0,57,0,1,request-000009,25,54.40112479163872,966.7245830005413,right-skewed
13164.055767845,13164.055767399,fp16,8,2756.875842000227,,13166.812643241,13165.475421901,26,0,169,0,1,request-000010,26,53.48885360006534,1419.6545019985933,right-skewed
13164.055896714,13164.055896331,fp16,8,2326.938878000874,,13166.382835209,13165.251606339,22,0,41,0,1,request-000011,22,53.868041428618845,1195.7100079998781,right-skewed
13164.055910103,13164.0559099,fp16,8,2596.102682999117,,13166.652012583,13165.251608106,27,0,36,0,1,request-000012,27,53.8617106538088,1195.6982060000882,right-skewed
13164.055922332,13164.055921954,fp16,8,2542.1039300017583,,13166.598025884,13165.529255413,21,0,35,0,1,request-000013,21,53.43852355008494,1473.3334590000595,right-skewed
13164.116245184,13164.116244262,fp16,8,2643.053924999549,,13166.759298187,13166.543165455,5,0,214,0,1,request-000014,5,54.033183000228746,2426.921192998634,right-skewed
13164.116356535,13164.116356093,fp16,8,2916.5215400007583,,13167.032877633,13166.114336771,18,0,52,0,1,request-000015,18,54.03181541185083,1997.9806779992941,right-skewed
13164.116372509,13164.116371935,fp16,8,3023.551674999908,,13167.13992361,13166.81242814,7,0,180,0,1,request-000016,7,54.58257833349004,2696.0562049989676,right-skewed
13164.174720863,13164.174719895,fp16,8,3723.5835030005546,,13167.898303398,13167.191761119,15,0,256,0,1,request-000017,15,50.46730564286658,3017.0412240004225,right-skewed
13164.174926455,13164.17492604,fp16,8,2691.1652460003097,,13166.866091286,13166.597807489,6,0,54,0,1,request-000018,6,53.65675939974608,2422.8814490015793,right-skewed
13164.17494667,13164.174946189,fp16,8,3884.2951610004093,,13168.05924135,13166.975094459,22,0,100,0,1,request-000019,22,51.626042428584434,2800.148270000136,right-skewed
13164.174963434,13164.174962998,fp16,8,2964.9690160003956,,13167.139932014,13166.759073165,8,0,30,0,1,request-000020,8,54.408407000145026,2584.1101669993805,right-skewed
