backend,batch_size,chunk_size,config,decode_cpu_ms,decode_cuda_ms,decode_iterations,duration_s,e2e_ms_p50,e2e_ms_p95,e2e_ms_p99,gpu_memory_peak_gb,gpu_utilization_mean_pct,metadata_construction_ms,mixed_cpu_ms,mixed_cuda_ms,mixed_iterations,peak_allocated_bytes,preemptions,prefill_cpu_ms,prefill_cuda_ms,prefill_iterations,recomputed_tokens,repeat,requests,steady_allocated_bytes,steady_reserved_bytes,successful_requests,throughput_tokens_per_s,tpot_ms_p50,tpot_ms_p95,tpot_ms_p99,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,workload
reference-int8,1,16,reference-int8-16x8,528.8540900019143,528.9635467529297,4,0.6871711479998339,0.0,0.0,0.0,14.53143310546875,83.42857142857143,1.0244660006719641,0.0,0,0,14745414144,0,130.5319570001302,130.5302734375,1,0,0,1,2914963456,5534384128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16x8
triton-int8,1,16,triton-int8-16x8,1016.5502580002794,1016.6368064880371,7,2.361870884000382,2361.0116569998354,2361.0116569998354,2361.0116569998354,3.61346435546875,19.666666666666668,1.1855770007969113,0.0,0,0,2918018560,0,1342.7857799997582,1342.8087158203125,1,0,0,1,2912604160,2952790016,1,3.387145357603175,145.412502857133,145.412502857133,145.412502857133,1343.1241369999043,1343.1241369999043,1343.1241369999043,16x8
triton-int8,1,16,triton-int8-16x8,440.74097399970924,440.7891540527344,7,0.5062208920007834,505.704290999347,505.704290999347,505.704290999347,3.61346435546875,54.6,1.0365500020270701,0.0,0,0,2918018560,0,63.58790800004499,63.58585739135742,1,0,1,1,2912604160,2952790016,1,15.803377787078018,63.12119728577922,63.12119728577922,63.12119728577922,63.85590999889246,63.85590999889246,63.85590999889246,16x8
triton-int8,1,16,triton-int8-16x8,456.1069950013916,456.11449432373047,7,0.5238441870005772,523.3487659988896,523.3487659988896,523.3487659988896,3.61346435546875,52.666666666666664,1.1081499978899956,0.0,0,0,2918018560,0,65.67725900094956,65.66802978515625,1,0,2,1,2912604160,2952790016,1,15.271716664083522,65.31823657132918,65.31823657132918,65.31823657132918,66.12110999958531,66.12110999958531,66.12110999958531,16x8
triton-int8,1,16,triton-int8-16x8,443.0700770008116,443.1350975036621,7,0.507741014000203,506.7067339987261,506.7067339987261,506.7067339987261,3.61346435546875,53.666666666666664,1.1061309996875934,0.0,0,0,2918018560,0,62.400124999840045,62.39539337158203,1,0,3,1,2912604160,2952790016,1,15.756064173292886,63.4444614284543,63.4444614284543,63.4444614284543,62.595503999546054,62.595503999546054,62.595503999546054,16x8
triton-int8,1,16,triton-int8-16x8,449.6954630030814,449.7703056335449,7,0.5161929450005118,515.6372530000226,515.6372530000226,515.6372530000226,3.61346435546875,53.166666666666664,1.1724280011549126,0.0,0,0,2918018560,0,64.63685700146016,64.6324462890625,1,0,4,1,2912604160,2952790016,1,15.498080858102522,64.40208571413157,64.40208571413157,64.40208571413157,64.82265300110157,64.82265300110157,64.82265300110157,16x8
triton-int8,1,32,triton-int8-128x32,2050.274759001695,2050.5013999938965,31,3.8245595400003367,3824.067597000976,3824.067597000976,3824.067597000976,3.61541748046875,34.13157894736842,6.268269000429427,0.0,0,0,2923126272,0,1767.7622419960244,1768.4153060913086,4,0,0,1,2912604160,2952790016,1,8.366976553853618,66.30605416132546,66.30605416132546,66.30605416132546,1768.5799179998867,1768.5799179998867,1768.5799179998867,128x32
triton-int8,1,32,triton-int8-128x32,1957.8876190007577,1958.0962944030762,31,2.227918454000246,2227.235535998261,2227.235535998261,2227.235535998261,3.61541748046875,59.09090909090909,5.873857000551652,0.0,0,0,2923126272,0,264.1431909996754,264.6071014404297,4,0,1,1,2912604160,2954887168,1,14.363182791786537,63.3038918709175,63.3038918709175,63.3038918709175,264.8148879998189,264.8148879998189,264.8148879998189,128x32
triton-int8,1,32,triton-int8-128x32,1947.4688050067925,1947.5954246520996,31,2.2127191449999373,2212.207534999834,2212.207534999834,2212.207534999834,3.61541748046875,59.63636363636363,5.59739199525211,0.0,0,0,2923126272,0,259.6831149985519,260.08105850219727,4,0,2,1,2912604160,2954887168,1,14.461844410896036,62.96528722574998,62.96528722574998,62.96528722574998,260.2836310015846,260.2836310015846,260.2836310015846,128x32
triton-int8,1,32,triton-int8-128x32,1987.9471709937206,1988.167812347412,31,2.2511625709994405,2250.6802469997638,2250.6802469997638,2250.6802469997638,3.61541748046875,58.47826086956522,5.841536996740615,0.0,0,0,2923126272,0,257.4322519976704,257.8275833129883,4,0,3,1,2912604160,2954887168,1,14.214877420333563,64.27887661289611,64.27887661289611,64.27887661289611,258.0350719999842,258.0350719999842,258.0350719999842,128x32
triton-int8,1,32,triton-int8-128x32,1976.8202360046416,1977.040298461914,31,2.244270893999783,2243.6788480008545,2243.6788480008545,2243.6788480008545,3.61541748046875,59.0,5.770754996774485,0.0,0,0,2923126272,0,261.5540839997266,262.0025177001953,4,0,4,1,2912604160,2954887168,1,14.258528275509995,63.91867429034215,63.91867429034215,63.91867429034215,262.1999450002477,262.1999450002477,262.1999450002477,128x32
triton-int8,1,16,triton-int8-right-skewed,7779.90355700058,7780.539176940918,121,15.705184464000922,4775.478264000412,13231.02403104949,14008.303711009394,3.61541748046875,38.354838709677416,27.702174020305392,0.0,0,0,2918018560,0,7898.7609229989175,7904.122940063477,43,0,0,8,2912604160,2954887168,8,8.213848127393279,64.11300357221484,65.81314270450329,65.94818223505551,4110.943793000843,11823.641775249778,12700.045416649882,right-skewed
